Id,Have,Base,Name,Sub Base,Ingredient,Ingredient Type,Amount,Units,Link
594,No,Vodka,Grey Goose Verde,Grey Goose,Grey Goose,Spirit,50,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
595,No,Vodka,Grey Goose Verde,Grey Goose,Green Chartreuse,Cordial,10,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
596,No,Vodka,Grey Goose Verde,Grey Goose,Gomme Syrup,Syrup,5,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
597,No,Vodka,Grey Goose Verde,Grey Goose,Lime Juice,Fruit,20,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
598,No,Vodka,Grey Goose Verde,Grey Goose,Angostura Bitters,Bitters,1,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
599,No,Vodka,Grey Hound,Grey Goose,Grey Goose,Spirit,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-hound.html
600,No,Vodka,Grey Hound,Grey Goose,Lime Slice,Fruit,1,Slices,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-hound.html
601,No,Vodka,Grey Hound,Grey Goose,Grapefruit Juice,Fruit,2,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-hound.html
602,No,Vodka,Honeydew Cooler,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
679,No,Whisky,Forbidden Fruit,Irish Cider Whisky,Irish Cider Whisky,Spirit,1.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
604,No,Vodka,Honeydew Cooler,Grey Goose,Honey,Topping,3,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
605,No,Vodka,Honeydew Cooler,Grey Goose,Coconut Water,Mixer,3,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
415,No,Rum,Signed and Sealed,Diplomatico,Lavender Bitters,Bitters,3,Dashes,https://rondiplomatico.com/cocktails/signed-sealed/
607,No,Vodka,Honeydew Cooler,Grey Goose,Club Soda,Soda,0,Fill,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
608,No,Vodka,Honeydew Cooler,Grey Goose,Simple Syrup,Syrup,0.75,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
609,No,Vodka,Honeydew Cooler,Grey Goose,Lime Juice,Fruit,2.25,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
610,No,Vodka,Icon,Grey Goose,Grey Goose,Spirit,3,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/icon.html
361,No,Gin,The Laverstroke,Bombay,Blanco Vermouth,Vermouth,15,Milliliters,https://www.bombaysapphire.com/distillery/gin-cocktails/the-laverstoke/
612,No,Vodka,Icon,Grey Goose,Suze,Unknown,1,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/icon.html
613,No,Vodka,Icon,Grey Goose,Lemon Zest,Fruit,1,Zest,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/icon.html
614,No,Vodka,Icon,Grey Goose,Peychauds Bitters,Bitters,1,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/icon.html
615,No,Vodka,La Vie en Rose,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/la-vie-en-rose.html
616,No,Vodka,La Vie en Rose,Grey Goose,Port Wine,Wine,0.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/la-vie-en-rose.html
617,No,Vodka,La Vie en Rose,Grey Goose,Rose,Wine,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/la-vie-en-rose.html
618,No,Vodka,La Vie en Rose,Grey Goose,Simple Syrup,Syrup,0.33,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/la-vie-en-rose.html
619,No,Vodka,La Vie en Rose,Grey Goose,Lemon Juice,Fruit,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/la-vie-en-rose.html
620,No,Vodka,Le Grand Fizz,Grey Goose,Grey Goose,Spirit,2,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
621,No,Vodka,Le Grand Fizz,Grey Goose,Perrier,Mixer,2,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
622,No,Vodka,Le Grand Fizz,Grey Goose,Lime Juice,Fruit,1,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
167,No,Cordial,Celeste Sunrise,Frangelico,Lemonade,Mixer,0,Fill,http://www.drinksmixer.com/cat/2384/
624,No,Vodka,Northern Lights,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/northern-lights.html
625,No,Vodka,Northern Lights,Grey Goose,Sparkling Wine,Wine,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/northern-lights.html
626,No,Vodka,Northern Lights,Grey Goose,Colonial Bitters,Bitters,2,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/northern-lights.html
627,No,Vodka,Northern Lights,Grey Goose,Simple Syrup,Syrup,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/northern-lights.html
628,No,Vodka,Northern Lights,Grey Goose,Lime Juice,Fruit,0.75,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/northern-lights.html
629,No,Vodka,Russian Cocktail,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/russian-cocktail.html
630,No,Vodka,Russian Cocktail,Grey Goose,Maraschino Liqueur,Cordial,0.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/russian-cocktail.html
631,No,Vodka,Russian Cocktail,Grey Goose,Brandied Cherry,Unknown,1,Cherries,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/russian-cocktail.html
632,No,Vodka,The Sequel,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/the-sequel.html
633,No,Vodka,The Sequel,Grey Goose,Sherry,Wine,0.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/the-sequel.html
554,No,Vodka,Green Apple Cooler,Effen,Lemonade,Mixer,6,Ounce,https://www.pinterest.com/pin/448882287857283339/
635,No,Vodka,The Sequel,Grey Goose,Espresso,Mixer,0.75,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/the-sequel.html
636,No,Vodka,Truffle d'Hiver,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/truffe-d-hiver.html
637,No,Vodka,Truffle d'Hiver,Grey Goose,Fino Sherry,Wine,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/truffe-d-hiver.html
638,No,Vodka,Truffle d'Hiver,Grey Goose,Truffle Oil,Unknown,1,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/truffe-d-hiver.html
639,No,Vodka,Truffle d'Hiver,Grey Goose,Simple Syrup,Syrup,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/truffe-d-hiver.html
640,No,Vodka,Truffle d'Hiver,Grey Goose,Lemon Juice,Fruit,2,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/truffe-d-hiver.html
641,Yes,Vodka,Andes Candies,Vodka,Vodka,Spirit,1.5,Ounce,https://www.barnonedrinks.com/drinks/a/andes-candies-9695.html
642,Yes,Vodka,Andes Candies,Vodka,Kahlua,Cordial,0.75,Ounce,https://www.barnonedrinks.com/drinks/a/andes-candies-9695.html
643,Yes,Vodka,Andes Candies,Vodka,Rumple Minze,Cordial,0.75,Ounce,https://www.barnonedrinks.com/drinks/a/andes-candies-9695.html
644,Yes,Vodka,Andes Candies,Vodka,Milk,Mixer,0,Fill,https://www.barnonedrinks.com/drinks/a/andes-candies-9695.html
645,Yes,Vodka,Black Russian,Vodka,Vodka,Spirit,2,Ounce,https://cocktails.lovetoknow.com/Kahlua_Drinks
646,Yes,Vodka,Black Russian,Vodka,Kahlua,Cordial,1,Ounce,https://cocktails.lovetoknow.com/Kahlua_Drinks
647,No,Vodka,Brain Eraser,Vodka,Vodka,Spirit,1,Ounce,https://cocktails.lovetoknow.com/Mind_Eraser_Drink
648,No,Vodka,Brain Eraser,Vodka,Kahlua,Cordial,1,Ounce,https://cocktails.lovetoknow.com/Mind_Eraser_Drink
649,No,Vodka,Brain Eraser,Vodka,Cinnamon Schnapps,Cordial,1,Ounce,https://cocktails.lovetoknow.com/Mind_Eraser_Drink
650,No,Vodka,Coffee Martini,Vodka,Vodka,Spirit,1.5,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
651,No,Vodka,Coffee Martini,Vodka,Kahlua,Cordial,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
592,No,Vodka,Fresh Berry Lemonade,Grey Goose,Lemonade,Mixer,4,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
653,No,Vodka,Colorado Bulldog,Vodka,Vodka,Spirit,1,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
654,No,Vodka,Colorado Bulldog,Vodka,Kahlua,Cordial,1,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
655,No,Vodka,Colorado Bulldog,Vodka,Heavy Cream,Mixer,1,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
656,No,Vodka,Colorado Bulldog,Vodka,Coke,Soda,2,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
657,Yes,Vodka,Envy Martini,Vodka,Vodka,Spirit,2,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
658,Yes,Vodka,Envy Martini,Vodka,Frangelico Liqueur,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
659,Yes,Vodka,Envy Martini,Vodka,Melon Liqueur,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
660,No,Vodka,Frangelico Martini,Vodka,Vodka,Spirit,1.5,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
661,No,Vodka,Frangelico Martini,Vodka,Frangelico Liqueur,Cordial,0.5,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
375,Yes,Gin,Vespear Martini,Bombay,Blanco Vermouth,Vermouth,10,Milliliters,https://www.bombaysapphire.com/distillery/gin-cocktails/vespear-martini/
663,No,Vodka,Hazelnut Cherry Fizz,Vodka,Vodka,Spirit,1.5,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
664,No,Vodka,Hazelnut Cherry Fizz,Vodka,Frangelico Liqueur,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
665,No,Vodka,Hazelnut Cherry Fizz,Vodka,Maraschino Liqueur,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
666,No,Vodka,Hazelnut Cherry Fizz,Vodka,Club Soda,Soda,3,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
667,No,Vodka,Hazelnut Cherry Fizz,Vodka,Lemon Juice,Fruit,0.75,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
668,Yes,Vodka,Mind Eraser,Vodka,Vodka,Spirit,2,Ounce,https://cocktails.lovetoknow.com/Mind_Eraser_Drink
669,Yes,Vodka,Mind Eraser,Vodka,Kahlua,Cordial,2,Ounce,https://cocktails.lovetoknow.com/Mind_Eraser_Drink
670,Yes,Vodka,Mind Eraser,Vodka,Club Soda,Soda,2,Ounce,https://cocktails.lovetoknow.com/Mind_Eraser_Drink
671,No,Vodka,Mudslide,Vodka,Vodka,Spirit,1.5,Ounce,https://cocktails.lovetoknow.com/Kahlua_Drinks
672,No,Vodka,Mudslide,Vodka,Heavy Cream,Mixer,1.5,Ounce,https://cocktails.lovetoknow.com/Kahlua_Drinks
673,No,Vodka,Mudslide,Vodka,Kahlua,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/Kahlua_Drinks
674,No,Vodka,Mudslide,Vodka,Baileys Liqueur,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/Kahlua_Drinks
675,No,Vodka,Quaalude,Vodka,Vodka,Spirit,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
676,No,Vodka,Quaalude,Vodka,Kahlua,Cordial,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
677,No,Vodka,Quaalude,Vodka,Frangelico Liqueur,Cordial,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
678,No,Vodka,Quaalude,Vodka,Cream,Mixer,1,Splash,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
400,No,Rum,DOC,Diplomatico,Raw Cocoa Powder Unsweetened,Topping,1,Pinch,https://rondiplomatico.com/cocktails/doc-ritual/
680,No,Whisky,Forbidden Fruit,Irish Cider Whisky,Orange Bitters,Bitters,1,Dashes,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
681,No,Whisky,Forbidden Fruit,Irish Cider Whisky,Aperol,Cordial,1,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
682,No,Whisky,Midnight Over Tennessee,Jack Daniels,Jack Daniels,Spirit,2,Ounce,https://www.diffordsguide.com/cocktails/recipe/2498/midnight-over-tennessee
683,No,Whisky,Midnight Over Tennessee,Jack Daniels,Kahlua,Cordial,0.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/2498/midnight-over-tennessee
103,No,Cordial,Old Friend,Campari,St. Germain Elderflower,Cordial,0.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/4258/old-friend
365,No,Gin,The Laverstroke,Bombay,St. Germain Elderflower,Cordial,15,Milliliters,https://www.bombaysapphire.com/distillery/gin-cocktails/the-laverstoke/
686,No,Whisky,Midnight Over Tennessee,Jack Daniels,Half and half,Mixer,0.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/2498/midnight-over-tennessee
687,No,Whisky,Blackberry Malt,Jameson,Jameson,Spirit,1.75,Ounce,https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759138
688,No,Whisky,Blackberry Malt,Jameson,Blackberries,Fruit,4,Blackberries,https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759140
689,No,Whisky,Blackberry Malt,Jameson,Sparkling Water,Mixer,3.5,Ounce,https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759142
690,No,Whisky,Blackberry Malt,Jameson,Simple Syrup,Syrup,0.75,Ounce,https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759139
691,No,Whisky,Blackberry Malt,Jameson,Lime Juice,Fruit,0.75,Ounce,https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759141
692,No,Whisky,Diarmuid & Grainne,Jameson,Jameson,Spirit,2,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
693,No,Whisky,Diarmuid & Grainne,Jameson,Raspberries,Fruit,3,Raspberries,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
694,No,Whisky,Diarmuid & Grainne,Jameson,Club Soda,Soda,1.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
695,No,Whisky,Diarmuid & Grainne,Jameson,Simple Syrup,Syrup,0.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
696,No,Whisky,Diarmuid & Grainne,Jameson,Lemon Juice,Fruit,0.75,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
697,No,Whisky,Diarmuid & Grainne,Jameson,Grapefruit Juice,Fruit,0.75,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
698,No,Whisky,Diarmuid & Grainne,Jameson,Aperol,Cordial,0.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
699,No,Whisky,Diarmuid & Grainne,Jameson,Peychauds Bitters,Bitters,1,Dashes,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
700,No,Whisky,Every-Body's Irish,Jameson,Jameson,Spirit,1.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/2651/every-bodys-irish-cocktail
701,No,Whisky,Every-Body's Irish,Jameson,Green Chartreuse,Cordial,0.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/2651/every-bodys-irish-cocktail
370,No,Gin,The Laverstroke Anniversary,Bombay,St. Germain Elderflower,Cordial,15,Milliliters,https://www.bombaysapphire.com/distillery/gin-cocktails/the-laverstoke-anniversary-edition/
703,No,Whisky,Green Dublin,Jameson,Jameson,Spirit,2,Ounce,https://www.thespruceeats.com/green-dublin-apple-cocktail-recipe-4156979
704,No,Whisky,Green Dublin,Jameson,Sour Apple Schnapps,Cordial,1,Ounce,https://www.thespruceeats.com/green-dublin-apple-cocktail-recipe-4156979
705,No,Whisky,Green Dublin,Jameson,White Cranberry Juice,Juice,2,Ounce,https://www.thespruceeats.com/green-dublin-apple-cocktail-recipe-4156979
706,No,Whisky,Irish Gold,Jameson,Jameson,Spirit,2,Ounce,https://www.thespruceeats.com/irish-gold-whiskey-761452
707,No,Whisky,Irish Gold,Jameson,Ginger Ale,Soda,4,Ounce,https://www.thespruceeats.com/irish-gold-whiskey-761455
708,No,Whisky,Irish Gold,Jameson,Orange Juice,Juice,1,Splash,https://www.thespruceeats.com/irish-gold-whiskey-761454
709,No,Whisky,Irish Gold,Jameson,Peach Liqueur,Cordial,0.5,Ounce,https://www.thespruceeats.com/irish-gold-whiskey-761453
710,No,Whisky,Irish Morning Fizz,Jameson,Jameson,Spirit,2,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
711,No,Whisky,Irish Morning Fizz,Jameson,Molasses,Mixer,0.75,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
712,No,Whisky,Irish Morning Fizz,Jameson,Orange Bitters,Bitters,1,Dashes,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
713,No,Whisky,Irish Morning Fizz,Jameson,Egg Whites,Topping,0.75,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
714,No,Whisky,Irish Morning Fizz,Jameson,Lemon Juice,Fruit,0.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
715,No,Whisky,Irish Tea Party,Jameson,Jameson,Spirit,1,Ounce,https://www.thespruceeats.com/irish-tea-party-cocktail-recipe-761453
716,No,Whisky,Irish Tea Party,Jameson,Absinthe,Cordial,0.25,Ounce,https://www.thespruceeats.com/irish-tea-party-cocktail-recipe-761453
717,No,Whisky,Irish Tea Party,Jameson,Green Tea,Mixer,4,Ounce,https://www.thespruceeats.com/irish-tea-party-cocktail-recipe-761453
718,No,Whisky,Maggie's Elixir,Jameson,Jameson,Spirit,1.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
719,No,Whisky,Maggie's Elixir,Jameson,Sherry,Wine,0.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
720,No,Whisky,Maggie's Elixir,Jameson,Pear Liqueur,Cordial,0.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
721,No,Whisky,Maggie's Elixir,Jameson,Lemon Juiced,Fruit,1,Lemon,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
722,No,Whisky,Maggie's Elixir,Jameson,Honey,Syrup,2,Bar Spoons,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
723,No,Whisky,Maggie's Elixir,Jameson,Orange Juice,Juice,0.5,Orange,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
724,No,Whisky,Maggie's Elixir,Jameson,Peychauds Bitters,Bitters,2,Dashes,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
725,No,Whisky,Massey Cocktail,Jameson,Jameson,Spirit,1,Ounce,https://www.thespruceeats.com/massey-cocktail-recipe-4156983
726,No,Whisky,Massey Cocktail,Jameson,Gin,Spirit,1,Ounce,https://www.thespruceeats.com/massey-cocktail-recipe-4156984
727,No,Whisky,Massey Cocktail,Jameson,Green Chartreuse,Cordial,0.25,Ounce,https://www.thespruceeats.com/massey-cocktail-recipe-4156986
728,No,Whisky,Massey Cocktail,Jameson,Campari,Cordial,1,Splash,https://www.thespruceeats.com/massey-cocktail-recipe-4156987
6,No,Cognac,Bermuda Highball,Ansac,Bianco Vermouth,Vermouth,1,Ounce,https://www.townandcountrymag.com/leisure/drinks/g2920/cognac-cocktails/
730,No,Whisky,Shamrock,Jameson,Jameson,Spirit,1.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/1814/shamrock
731,No,Whisky,Shamrock,Jameson,Noilly Prat Extra Dry,Spirit,1.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/1814/shamrock
732,No,Whisky,Shamrock,Jameson,Green Chartreuse,Cordial,0.5,Ounce,https://www.diffordsguide.com/cocktails/recipe/1814/shamrock
623,No,Vodka,Le Grand Fizz,Grey Goose,St. Germain Elderflower,Cordial,1.5,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
734,No,Whisky,Kentucky Buck,Makers Mark,Makers Mark,Spirit,2,Part,https://www.makersmark.com/ca/cocktails/kentucky-buck
735,No,Whisky,Kentucky Buck,Makers Mark,Ginger Ale,Soda,0,Fill,https://www.makersmark.com/ca/cocktails/kentucky-buck
736,No,Whisky,Kentucky Buck,Makers Mark,Lemon Juice,Fruit,1.5,Part,https://www.makersmark.com/ca/cocktails/kentucky-buck
737,No,Whisky,Kentucky Buck,Makers Mark,Strawberries,Fruit,3,Strawberries,https://www.makersmark.com/ca/cocktails/kentucky-buck
738,No,Whisky,Kentucky Buck,Makers Mark,Angostura Bitters,Bitters,1,Dashes,https://www.makersmark.com/ca/cocktails/kentucky-buck
739,No,Whisky,Paper Plane,Makers Mark,Amaro Nonino Quintessentia,Unknown,1,Part,https://www.makersmark.com/ca/cocktails/paper-plane
740,No,Whisky,Paper Plane,Makers Mark,Makers Mark,Spirit,1,Part,https://www.makersmark.com/ca/cocktails/paper-plane
741,No,Whisky,Paper Plane,Makers Mark,Lemon Juice,Fruit,1,Part,https://www.makersmark.com/ca/cocktails/paper-plane
742,No,Whisky,Paper Plane,Makers Mark,Lemon Zest,Fruit,1,Zest,https://www.makersmark.com/ca/cocktails/paper-plane
743,No,Whisky,Paper Plane,Makers Mark,Aperol,Cordial,1,Part,https://www.makersmark.com/ca/cocktails/paper-plane
744,No,Whisky,Aggravation,Scotch Whisky,Scotch Whisky,Spirit,1.5,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
745,No,Whisky,Aggravation,Scotch Whisky,Kahlua,Cordial,0.5,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
746,No,Whisky,Aggravation,Scotch Whisky,Cream,Mixer,0,Fill,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
747,Yes,Whisky,Hazelnut Old Fashioned,Whisky,Scotch Whisky,Spirit,2,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
748,Yes,Whisky,Hazelnut Old Fashioned,Whisky,Frangelico Liqueur,Cordial,0.75,Ounce,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
749,Yes,Whisky,Hazelnut Old Fashioned,Whisky,Water,Mixer,1,Splash,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
750,Yes,Whisky,Hazelnut Old Fashioned,Whisky,Orange Bitters,Bitters,2,Dashes,https://cocktails.lovetoknow.com/cocktail-recipes/12-luscious-easy-frangelico-drink-recipes
